Alimento,Nombre en Inglés,Energía calculada,Proteína,Grasa total,Carbohidratos,Fibra,AGS,AGM,AGPI,Colesterol,Calcio,Fósforo,Hierro,Potasio,Sodio,Zinc,Vitamina C,Vitamina A,Folatos,Vitamina B12,Tipo
"Mermelada, de uvilla, Sierra Negra","Marmalade, goldenberry, Sierra Negra",176.0,0.0,0.0,44.0,4.0,0.0,,,0.0,,,,,100.0,,,,,,azucares
"Mermelada, toda variedad","Marmalade, all varieties",266.4,0.3,0.0,66.3,0.7,0.0,0.0,0.0,0.0,38.0,4.0,0.15,37.0,56.0,0.04,5.0,3.0,9.0,0.0,azucares
"Miel de abeja, class 1, Bachita","Honey Bee, class 1, Bachita",400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Miel de abeja, promedio",Honey bee,330.8,0.3,0.0,82.4,0.2,0.0,0.0,0.0,0.0,6.0,4.0,0.42,52.0,4.0,0.22,1.0,0.0,2.0,0.0,azucares
"Miel de abeja, Supermaxi","Honey bee, Supermaxi",346.67,0.0,0.0,86.67,0.0,0.0,,,,,,,,,,,,,,azucares
"Miel de maple, orgánico, Schullo","Syrup, maple, organic, Schullo",280.0,0.0,0.0,70.0,,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Miel de maple, para pancakes","Syrup, maple, for pancakes",279.3,0.0,0.1,69.6,0.0,0.02,0.03,0.05,0.0,5.0,10.0,0.07,6.0,61.0,0.23,0.0,0.0,0.0,0.0,azucares
"Miel de panela, Gustadina","Honey, of panela, Gustadina",280.0,0.0,0.0,70.0,,0.0,,,0.0,,,,,16.67,,,,,,azucares
"Panela, raspadura, regular","Panela, regular",368.5,0.4,0.5,90.6,0.0,0.0,0.0,0.0,0.0,51.0,44.0,4.2,346.0,39.0,0.18,2.0,0.0,1.0,0.0,azucares
"Penela, orgánica, granulada, Supermaxi","Panela, organic, grainy, Supermaxi",400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Penela, orgánica, instantánea, La Abeja Kapira","Panela, organica, instant, La Abeja Kapira",400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Premezcla para preparar torta, Betty crocker","Powder mix, to prepare cake, Betty Crocker",375.58,4.65,3.49,81.4,0.0,2.33,,,0.0,232.56,,2.09,,720.93,,,,,,azucares
"Premezcla, polvo, para crema chantilly, Royal","Powder mix, to prepare chantilly cream, Royal",455.0,0.0,15.0,80.0,,15.0,,,,,,,,150.0,,,,,,azucares
"Premezcla, polvo, para crema chantilly, Yá","Powder mix, to prepare chantilly cream, Yá",469.0,3.0,17.0,76.0,,16.0,1.5,0.0,15.0,,,,,330.0,,,,,,azucares
"Premezcla, polvo, para preparar torta, de vainilla, promedio","Powder mix, to prepare white cake, vanilla, average",428.1,4.5,10.9,78.0,0.9,1.64,4.59,4.1,0.0,192.0,337.0,1.39,117.0,664.0,0.46,0.0,0.0,147.0,0.18,azucares
"Premezcla, polvo, para preparar torta, sabor a chocolate, Royal","Powder mix, to prepare cake, chocolate flavor, Royal",384.44,6.67,2.22,84.44,,2.22,,,11.11,,,,,777.78,,,,,,azucares
"Chocolate, en barra, chocolate con leche, Golosina","Chocolate, bar, milk chocolate, Golosina",535.14,7.65,29.66,59.4,3.4,14.23,13.21,0.85,23.0,189.0,208.0,2.35,372.0,79.0,2.01,0.0,49.0,11.0,0.62,azucares
"Pastel, de chocolate, promedio","Cake, chocolate, average",382.4,4.1,16.4,54.6,2.8,4.77,8.76,1.85,42.0,43.0,122.0,2.2,200.0,334.0,0.69,0.0,26.0,23.0,0.14,azucares
"Aros de cebolla, de papa y trigo, sabor cebolla, Yupi","Onions rings, from wheat and potatoe, onions flavor, Yupi",480.95,4.76,23.81,61.9,,7.14,14.29,4.76,0.0,,,,,904.76,,,,,,bocaditos
"Bocaditos de harina de trigo, crocantes, Tostachos","Wheat flour bites, crispy, Tostachos",505.0,10.0,25.0,60.0,,10.0,10.0,2.5,50.0,,,,,1650.0,,,,,,bocaditos
"Bocaditos de maíz , naturales, doritos, Dippas","Corn bites, natural, doritos, Dippas",506.67,6.67,26.67,60.0,0.0,10.0,10.0,3.33,0.0,,,,,316.67,,,,,,bocaditos
"Bocaditos de maíz y quinua, con semillas de ajanjolí, Andean Chips","Corn and quinua bites, with sesame seeds, Andean Chips",486.67,10.0,20.0,66.67,0.0,3.33,,,0.0,,,,,200.0,,,,,,bocaditos
"Bocaditos de maíz y quinua, con semillas de chia, Andean Chips","Corn and quinua bites, with chia seeds, Andean Chips",486.67,10.0,20.0,66.67,0.0,3.33,,,0.0,,,,,200.0,,,,,,bocaditos
"Bocaditos de maíz y quinua, con semillas de linaza, Andean Chips","Corn and quinua bites, with flaxseeds, Andean Chips",486.67,10.0,20.0,66.67,0.0,3.33,,,0.0,,,,,200.0,,,,,,bocaditos
"Bocaditos de maíz, ácido y picante, lemon remix, Doritos","Corn bites, acid and spicy, lemon remix, Doritos",506.67,6.67,26.67,60.0,0.0,10.0,10.0,3.33,0.0,,,,,766.67,,,,,,bocaditos
"Bocaditos de maíz, Botanas, con tomate, espinaca y fréjol, Maxipan","Corn Bites, Botanas, with tomatoe, spinach and beans, Maxipan",470.0,10.0,16.67,70.0,,6.67,6.67,3.33,0.0,,,,,1266.67,,,,,,bocaditos
"Bocaditos de maíz, con quinoa, y sal marina negra ahumada, Highland Farm","Corn bites, with quinua, and sea salt, Highland Farm",426.67,10.0,13.33,66.67,3.33,1.67,6.67,6.67,0.0,,,,,416.67,,,,,,bocaditos
"Bocaditos de maíz, con quinua y chocolate, Highland Farm","Corn bites, with quinoa and chocolate, Highland Farm",423.33,10.0,10.0,73.33,0.0,8.33,1.67,1.67,0.0,,,,,33.33,,,,,,bocaditos
"Bocaditos de maíz, cubiertos de caramelo, con sabor artificial a caramelo y arequipo, Palomitas Yupi","Corn bites, cover with caramel, with artificial flavor of caramel and arequipe, Palomitas Yupi",406.67,0.0,6.67,86.67,,3.33,3.33,0.0,0.0,,,,,266.67,,,,,,bocaditos
"Bocaditos de maíz, frutitas, Carli Snacks","Corn bites, fruits, Carli Snacks",108.33,10.0,1.67,13.33,,0.0,0.0,0.0,0.0,,,,,50.0,,,,,,bocaditos
"Bocaditos de maíz, horneados, sabor a queso, Cheetos, FritoLay","Corn bites, baked, cheese flavor, Cheetos, Fritolay",524.14,6.9,27.59,62.07,0.0,13.79,10.34,3.45,0.0,,,,,517.24,,,,,,bocaditos
"Bocaditos de maíz, originales, K-chitos, Fritolay","Corn snack, original, K-chitos, FritoLay",506.67,0.0,26.67,66.67,0.0,13.33,10.0,0.0,0.0,,,,,833.33,,,,,,bocaditos
"Bocaditos de maíz, panchitos, naturales, Carli Snacks","Corn snack, panchitos, natural, Carli Snacks",160.0,10.0,13.33,0.0,,5.0,6.67,0.0,0.0,,,,,566.67,,,,,,bocaditos
"Bocaditos de maíz, picantes, K-chitos, Fritolay","Corn snack, spicy, K-chitos, FritoLay",533.33,6.67,26.67,66.67,0.0,13.33,10.0,0.0,0.0,,,,,866.67,,,,,,bocaditos
"Bocaditos de maíz, redonditos, natural, Supermaxi","Corn bites, around, natural, Supermaxi",503.33,6.67,23.33,66.67,0.0,10.0,10.0,3.33,0.0,,,,,733.33,,,,,,bocaditos
"Bocaditos de maíz, rojo, amarillo y verde, Gudiz, Frito Lay","Corn bites, red, yellow and green color, Gudiz, Frito Lay",540.0,4.0,28.0,68.0,0.0,12.0,12.0,4.0,0.0,,,,,0.0,,,,,,bocaditos
"Bocaditos de maíz, sabor a queso, picante, Ryskos","Corn bites, cheese flavor, spicy, Ryskos",486.0,6.0,22.0,66.0,,8.0,10.0,4.0,0.0,,,,,300.0,,,,,,bocaditos
"Bocaditos de maíz, sabor a queso, Ryskos","Corn bites, cheese flavor, Ryskos",514.0,6.0,26.0,64.0,,12.0,10.0,4.0,0.0,,,,,660.0,,,,,,bocaditos
"Bocaditos de maíz, sabor a queso, Supermaxi","Corn bites, triangles, cheese flavor, Supermaxi",490.0,6.67,23.33,63.33,,8.33,10.0,5.0,0.0,,,,,966.67,,,,,,bocaditos
"Bocaditos de maíz, sabor a queso, Tornaditos","Corn bites, cheese flavor, Tornaditos",495.0,5.0,25.0,62.5,,10.0,12.5,2.5,0.0,,,,,1925.0,,,,,,bocaditos
"Bocaditos de maíz, triángulos, natural, Supermaxi","Corn bites, triangles, natural, Supermaxi",503.33,6.67,23.33,66.67,0.0,10.0,10.0,3.33,0.0,,,,,733.33,,,,,,bocaditos
"Bocaditos de maíz, triángulos, originales, natural, Tostitos","Corn bites, triangular, original, natural, Tostitos",493.33,6.67,22.22,66.67,,8.89,8.89,4.44,0.0,,,,,288.89,,,,,,bocaditos
"Bocaditos de maíz, triángulos, picantes, jalapeños, Tostitos","Corn bites, triangular, crispy, spicy, jalapeños, Tostitos",504.44,6.67,24.44,64.44,,8.89,8.89,4.44,0.0,,,,,511.11,,,,,,bocaditos
"Bocaditos de maíz, triángulos, Totopos","Corn bites, triangles, Totopos",483.33,10.0,16.67,73.33,,5.0,6.67,5.0,0.0,,,,,40.0,,,,,,bocaditos
"Bocaditos de trigo, expandido, sabor a tocino, Fred Yupi","Wheat bites, expanded, bacon flavor, Fred Yupi",476.67,6.67,23.33,60.0,,13.33,8.33,1.67,0.0,,,,,966.67,,,,,,bocaditos
"Chicharrones, crocantes y doraditos, cueritos, Cronquis",Cronquis greaves,560.0,50.0,40.0,0.0,,16.67,13.33,10.0,16.67,,,,,1966.67,,,,,,bocaditos
"Chicharrones, crocantes y doraditos, cueritos, Kikos","Pork rinds, crispy and golden, cueritos, Kikos",553.33,63.33,33.33,0.0,0.0,13.33,16.67,3.33,96.67,,,,,1600.0,,,,,,bocaditos
"Chicharrones, crocantes y doraditos, cueritos, Supermaxi","Pork rinds, crispy and golden, cueritos, Supermaxi",540.0,60.0,33.33,0.0,,13.33,13.33,0.0,80.0,,,,,1600.0,,,,,,bocaditos
"Chicharrones, crocantes, Inalecsa","Pork rinds, crispy Inalecsa",540.0,60.0,33.33,0.0,,13.33,16.67,3.33,93.33,,,,,1896.67,,,,,,bocaditos
"Chicharrones, sabor natural, FritoLay","Pork rinds, natural flavor, FritoLay",540.0,60.0,33.33,0.0,0.0,16.67,13.33,3.33,86.67,,,,,1600.0,,,,,,bocaditos
"Chifles, tostones, plátano frito, con sal, El Maqueñito","Fried plantain, tostones, with salt, El Maqueñito",548.0,4.0,36.0,52.0,4.0,8.0,,,0.0,,,,,792.0,,,,,,bocaditos
"Chifles, tostones, plátano frito, largos, Supermaxi","Fried plantain, tostones, long type, Supermaxi",536.67,3.33,30.0,63.33,,10.0,13.33,10.0,0.0,,,,,50.0,,,,,,bocaditos
"Chifles, tostones, plátano frito, picantes, Tortolines","Fried plantain, tostones, spicy, Tortolines",515.56,0.0,26.67,68.89,,11.11,11.11,4.44,0.0,,,,,33.33,,,,,,bocaditos
"Chips de pita, integrales, al horno, Pita Chips","Pita chips, whole, baked, Pita Chips",451.11,8.89,15.56,68.89,,5.56,6.67,5.56,0.0,,,,,600.0,,,,,,bocaditos
"Chips de pita, originales, al horno, Pita Chips","Pita chips, original, baked, Pita Chips",451.11,8.89,15.56,68.89,,5.56,6.67,5.56,0.0,,,,,577.78,,,,,,bocaditos
"Chips de pita, sabor a canela, Pita Chips","Pita chips, cinnamon flavor, Pita Chips",207.0,4.0,7.0,32.0,,2.0,1.5,3.0,0.0,,,,,240.0,,,,,,bocaditos
"Chocolate, en barra, chocolate blanco con leche y arroz, crocante, Galak Nestlé","Chocolate, bar, milk white chocolate with rice, Galak Nestlé",549.4,8.5,33.0,54.6,1.6,20.5,10.5,1.4,19.8,,,,,115.3,,,,,,bocaditos
"Chocolate, en barra, chocolate con leche y maní, Manicho Nestlé","Chocolate, bar, peanut milk chocolate, Manicho Nestlé",564.29,10.71,35.71,50.0,0.0,17.86,14.29,3.57,21.43,,,,,89.29,,,,,,bocaditos
"Confite, semillas de ajonjolí, ajonjolito, Nutrial","Sweet, Baked sesame seed confit, ajonjolito, Nutrial",588.0,16.0,44.0,32.0,,12.0,8.0,24.0,0.0,,,,,80.0,,,,,,bocaditos
"Garbanzo frito, saladito, Lanher Snacks","Fried chickpea, salty, Lanher Snacks",426.65,20.0,13.33,56.67,3.33,3.33,3.33,6.67,0.0,,,,,316.67,,,,,,bocaditos
"Habas fritas, Multigoods","Fried haba beans, Multigoods",443.35,20.0,16.67,53.33,3.33,3.33,6.67,6.67,0.0,,,,,200.0,,,,,,bocaditos
"Habas fritas, picante, Multigoods","Fried haba beans, spicy, Multigoods",443.35,20.0,16.67,53.33,3.33,3.33,6.67,6.67,0.0,,,,,200.0,,,,,,bocaditos
"Habas fritas, saladitas, Uyanza","Fried haba beans, salty, Uyanza",430.0,25.0,10.0,60.0,0.0,2.5,2.5,5.0,0.0,,,,,400.0,,,,,,bocaditos
"Hojuela de maíz, con sabor a limón, Takitos","Corn flakes, lemon flavored, Takitos",553.33,6.67,33.33,56.67,0.0,13.33,16.67,5.0,0.0,,,,,800.0,,,,,,bocaditos
"Maní, con cobertura crocante, Mani Cris","Peanut, with crispy coverage, Mani Cris",492.86,21.43,21.43,53.57,0.0,0.0,14.29,5.36,0.0,,,,,607.14,,,,,,bocaditos
"Mix (papas, chifles, chicharrones y tocinetas), Farreros Full 4D","Mix (potatoes, plantain, chicharrones and bacon), Farreros Full 4D",523.33,26.67,30.0,36.67,0.0,13.33,13.33,3.33,30.0,,,,,900.0,,,,,,bocaditos
"Mix (papas, chifles, yucas y chicharrón), El Maqueñito","Mix (potatoes, plantain, cassava and chicharrón), El Maqueñito",553.33,10.0,33.33,53.33,0.0,13.33,13.33,6.67,0.0,,,,,233.33,,,,,,bocaditos
"Mix, (papas con cuero), Kikos","Mix (potatoes and chicharrón), Kikos",570.0,33.33,36.67,26.67,1.0,6.67,,,0.0,,,,,1066.67,,,,,,bocaditos
"Mix, (papas, chifles y chicharrón), spicy, De Todito","Mix (potatoes, plantainand chicharrón), spicy, De Todito",526.67,6.67,28.89,60.0,0.0,13.33,11.11,3.33,0.0,,,,,777.78,,,,,,bocaditos
"Mix, (quinua, arroz y chía), con tomate, albahaca y moringa, Cereales Andinos","Mix (quinua, rice and chia), with tomatoe, basil and moringa, Cereales Andinos",455.0,10.0,15.0,70.0,5.0,3.75,3.75,7.5,0.0,,,,450.0,312.5,,,,,,bocaditos
"Mix, (quinua, arroz y chía), sabor BBQ, Cereales Andinos","Mix (quinua, rice and chia), BBQ Flavor, Cereales Andinos",455.0,10.0,15.0,70.0,5.0,3.75,3.75,7.5,0.0,,,,350.0,450.0,,,,,,bocaditos
"Mix, vegetales fritos, (zanahoria blanca, yuca, camote, remolacha and plantano), Kiwa","Mix, fried vegetable, (white carrot, cassava, sweet potato, beet and plantain), Kiwa",520.0,3.33,26.67,66.67,6.67,10.0,13.33,3.33,0.0,,,,,233.33,,,,,,bocaditos
"Nachos, originales, sin gluten, Taconazo","Nachos, orginal, gluten free, Taconazo",520.0,6.67,26.67,63.33,,8.33,13.33,3.33,0.0,,,,,533.33,,,,,,bocaditos
"Nachos, sabor a queso, Tostitos","Nachos, cheese flavor, Tostitos",482.22,6.67,20.0,68.89,,6.67,8.89,4.44,0.0,,,,,422.22,,,,,,bocaditos
"Palitos de maíz, sabor a queso, Cheese Trix","Corn sticks, cheese flavored, Cheese Trix",536.67,6.67,30.0,60.0,0.0,16.67,13.33,3.33,0.0,,,,,866.67,,,,,,bocaditos
"Palitos de maíz, sabor artificial a  queso, Yupi","Corn sticks, artificial cheese flavored, Yupi",484.38,6.25,21.88,65.63,,9.38,9.38,3.13,0.0,,,,,1031.25,,,,,,bocaditos
"Palomitas de maíz, canguil, con caramelo, Popetas","Pop corn, canguil, caramel flavor, Popetas",391.67,0.0,5.0,86.67,,1.67,1.67,0.0,0.0,,,,,733.33,,,,,,bocaditos
"Palomitas de maíz, canguil, sabor limón picante, Popetas","Pop corn, canguil, hot lemon flavor, Popetas",505.0,10.0,25.0,60.0,,10.0,12.5,5.0,0.0,,,,,750.0,,,,,,bocaditos
"Palomitas de maíz, canguil, sabor mantequilla, Popetas","Pop corn, canguil, butter flavor, Popetas",530.0,10.0,30.0,55.0,,12.5,12.5,2.5,40.0,,,,,900.0,,,,,,bocaditos
"Palomitas de maíz, sabor a mantequilla, Planet Pop","Pop corn, butter flavor, Planet Pop",466.67,7.41,22.22,59.26,11.11,1.85,14.81,9.26,0.0,,,,,666.67,,,,,,bocaditos
"Palomitas de maíz, sabor a queso queddar, Planet Pop","Pop corn, cheddar cheese flavor, Planet Pop",537.5,9.38,25.0,68.75,9.38,3.13,15.63,4.69,0.0,,,,,968.75,,,,,,bocaditos
"Palomitas de maíz, sabor a sal marina, Planet Pop","Pop corn, sea salt flavor, Planet Pop",481.48,7.41,22.22,62.96,14.81,1.85,11.11,9.26,0.0,,,,,703.7,,,,,,bocaditos
"Papas fritas, sabor a queso cheddar, Lay´s","French fries, cheddar cheese flavor, Lay´s",540.0,8.0,28.0,64.0,4.0,4.0,20.0,4.0,0.0,,,,,300.0,,,,,,bocaditos
"Papas fritas, con sal, rizadas, El Maqueñito","French fries, with salt, curly, El Maqueñito",512.0,4.0,32.0,52.0,0.0,8.0,,,0.0,,,,,832.0,,,,,,bocaditos
"Papas fritas, originales, Alexander","French fries, original, Alexander",550.0,6.67,30.0,63.33,,8.33,8.33,13.33,0.0,,,,,766.67,,,,,,bocaditos
"Papas fritas, palito, Supermaxi","French fries, stick, Supermaxi",536.67,6.67,30.0,60.0,,16.67,10.0,3.33,0.0,,,,,566.67,,,,,,bocaditos
"Papas fritas, picantes, Ruffles","French fries, spicy, Ruffles",523.33,6.67,30.0,56.67,0.0,13.33,13.33,3.33,0.0,,,,,600.0,,,,,,bocaditos
"Papas fritas, sabor a crema y cebolla, rizadas, Sarita","French fries, cream and onions flavor, curly, Sarita",553.33,10.0,33.33,53.33,,13.33,13.33,3.33,0.0,,,,,400.0,,,,,,bocaditos
"Papas fritas, sabor a crema y cebolla, Ruffles","French fries, cream and onions flavor, Ruffles",531.82,6.82,31.82,54.55,2.27,15.91,13.64,3.41,0.0,,,,,704.55,,,,,,bocaditos
"Papas fritas, sabor a queso, Pringles","French fries, cheese flavor, Pringles",540.0,5.0,30.0,62.5,5.0,7.5,5.0,17.5,0.0,,,,,400.0,,,,,,bocaditos
"Pastel, Torta con helado de vainilla y chocolate, cobertura de chocolate y maní, Capricho, Pinguino","Cake with vanilla and chocolate ice cream,coverage with chocolate and peanuts, Capricho, Pinguino",220.79,3.4,10.19,28.87,0.0,5.1,2.55,0.85,0.0,,,,,76.43,,,,,,bocaditos
"Patacones, tostones, plátano frito, sabor a ajo, Chiflar","Fried plantain, tostones, garlic flavor, Chiflar",510.71,3.57,25.0,67.86,10.71,14.29,10.71,1.79,0.0,32.14,,3.57,535.71,357.14,,,,,,bocaditos
"Patacones, tostones, plátano frito, sabor a cebolla, Chiflar","Fried plantain, tostones, onion flavor, Chiflar",478.57,3.57,21.43,67.86,10.71,8.93,14.29,3.57,0.0,32.14,,0.71,857.14,303.57,,,,,,bocaditos
"Patacones, tostones, plátano frito, sabor a jalapeño, Chiflar","Fried plantain, tostones, jalapeño flavor, Chiflar",525.0,3.57,25.0,71.43,10.71,14.29,10.71,0.0,0.0,14.29,,0.0,503.57,142.86,,,,,,bocaditos
"Rosquitas, de almidón de yuca y queso, Inalecsa","Starch donuts, cassava and cheese, Inalecsa",444.0,16.0,12.0,68.0,,8.0,,,0.0,,,,,1600.0,,,,,,bocaditos
"Snack, jalapeño poppers, cheddar cheese flavos, TGI Fridays","Snack, jalapeño poppers, cheddar cheese flavor, TGI Fridays",493.33,6.67,26.67,56.67,,3.33,20.0,3.33,0.0,,,,,733.33,,,,,,bocaditos
"Snack, mozzarella sticks, original, TGI Fridays","Snack, mozzarella sticks, original, TGI Fridays",523.33,6.67,30.0,56.67,,3.33,20.0,3.33,0.0,,,,,833.33,,,,,,bocaditos
"Soya, tostada, con sal de mar, Schullo","Soybean, toasted, with sea salt, Schullo",460.0,30.0,20.0,40.0,16.67,3.33,10.0,6.67,0.0,,,,,533.33,,,,,,bocaditos
"Tostadas de maíz, botanas, sabor a limón, Sobolyba","Corn bites, botanas, lemon flavor, Sobolyba",448.57,5.71,14.29,74.29,0.0,2.86,8.57,2.86,0.0,,,,,342.86,,,,,,bocaditos
"Tostadas de maíz, botanas, sabor BBQ, de Sobolyba","Corn bites, botanas, BBQ flavor, de Sobolyba",531.43,5.71,28.57,62.86,0.0,7.14,14.29,5.71,0.0,,,,,342.86,,,,,,bocaditos
"Bebida, en polvo, intantánea, baja en calorias, limón, Sanna","Lemon juice, powder, instant, low calories, Sanna",356.0,0.0,0.0,89.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,bocaditos
"Bebida, en polvo, intantánea, mandarina, Supermaxi","Mandarine juice, powder, instant, Supermaxi",0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,bocaditos
"Bebida, en polvo, intantánea, manzana verde, Clight","Green apple juice, powder, instant, Clight",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,2353.0,,,,,,bocaditos
"Bebida, en polvo, intantánea, sabor a naranja, fresa y maracuyá, baja en calorias, Tang","Artificial juice, powder, instant, orange, strawberry and passion fruit flavor, low calories, Tang",333.0,0.0,0.0,83.0,,0.0,,,0.0,,,,,2083.0,,,,,,bocaditos
"Bebida, en polvo, jugo de naranja, Naranjayá","Orange juice, powder, instant, Naranjayá",222.0,0.0,0.0,56.0,,0.0,,,0.0,,,,,556.0,,,,,,bocaditos
"Bebida, en polvo, limonada rosa, Alme","Pink lemonade, powder, Alme",343.0,0.0,0.0,85.7,0.0,0.0,,,0.0,,,,,429.0,,,,,,bocaditos
"Bebida, en polvo, té negro, instantaneo, sabor a limón, Legz","Black tea, powder, instant, lemon flavor, Legz",395.0,0.0,0.0,99.0,0.0,0.0,,,0.0,,,,,99.0,,,,,,bocaditos
"Bebida, en polvo, té, sabor a maracuyá, Suntea","Passion fruit tea, powder, instant, lemon flavor, Suntea",417.0,0.0,0.0,,,0.0,,,0.0,,,,,208.0,,,,,,bocaditos
"Chaguarmishky o mishqui (agua de penco), dulce, crudo","Chaguarmishky o mishqui, sweet water, raw",,,,,,,,,,4.0,11.0,0.0,150.0,138.0,0.0,,,,,bocaditos
"Chicha,de jora, maiz","Chicha, yellow corn",28.0,0.0,0.0,6.0,,,,,,22.0,18.0,2.0,,,,2.0,,,,bocaditos
"Chicha, de yuca","Chicha, cassave",37.0,0.0,0.0,9.0,,,,,,11.0,14.0,1.0,,,,4.0,,,,bocaditos
"Café, sin azúcar","Coffee, without sugar",3.0,0.0,0.0,1.0,,,,,,4.0,3.0,0.0,,,0.0,,,,,bocaditos
"Salsa, base de tomate y vegetales, Pacose","Sausage, tomatoe base with vegetables, Pacose",53.33,0.0,0.0,13.33,0.0,0.0,,,0.0,,,,,533.33,,,,,,bocaditos
"Salsa, de tomate, regular","Ketchup, regular",110.7,1.74,0.38,25.08,0.3,0.05,0.06,0.15,0.0,18.0,33.0,0.51,382.0,1114.0,0.26,15.0,47.0,10.0,0.0,bocaditos
"Salsa, picante, Pacose","Hot sauce, Pacose",26.67,0.0,0.0,6.67,6.67,0.0,,,0.0,,,,,533.33,,,,,,bocaditos
"Salsa, sabor a queso, Gustadina","Sauce, cheese flavored, Gustadina",635.71,0.0,64.29,14.29,,10.71,17.86,35.71,64.29,,,,,785.71,,,,,,bocaditos
"Salsa, sabor a queso, Nacho","Cheese sauce, Nacho",130.3,1.01,9.09,11.11,0.0,2.02,3.03,0.51,0.0,,,,,808.08,,,,,,bocaditos
"Salsa, sabor a tocino, amarilla, Cooking Choice","Sauce, flavor bacon, yellow, Cooking Choice",300.0,0.0,33.33,0.0,,10.0,13.33,10.0,66.67,,,,,866.67,,,,,,bocaditos
"Salsa, tipo guacamole, Ole","Sauce, guacamole type, Ole",240.0,0.0,26.67,0.0,,3.33,10.0,13.33,0.0,,,,,666.67,,,,,,bocaditos
"Aceite, de canola, en Spray, PAM original","Oil, canola, spray, PAM original",900.0,0.0,100.0,0.0,,0.0,,,0.0,,,,,,,,,,,alimentos expresados en 100ml
"Aceite, vegetal, con achiote, Supermaxi","Vegetable Oil, with achiote, Supermaxi",900.0,0.0,100.0,0.0,0.0,28.57,21.42,50.0,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Achiote, aceite, Alesol","Achiote, oil, Alesol",900.0,0.0,100.0,0.0,0.0,28.57,21.43,50.0,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Agua de coco, sin azúcar adicionada, Natures Heart","Coconut water, without sugar added, Natures Heart",22.4,0.4,0.0,5.2,0.0,0.0,0.0,0.0,0.0,,,,,20.0,,,,,,alimentos expresados en 100ml
"Bebida energizante, con guayusa, sabor a maracuyá y mango, Waykana","Energizing drink, with guayusa, mango and passion fruit flavor, Waykana",31.67,0.0,0.15,7.58,,0.0,,,0.0,,30.3,11.11,,7.58,,,,,,alimentos expresados en 100ml
"Bebida energizante, original, V220","Energy drink, original, V220",52.0,0.0,0.0,13.0,,0.0,,,0.0,,,,,21.0,,,,,,alimentos expresados en 100ml
"Bebida energizante, Red Bull","Energy drink, Red Bull",44.0,0.0,0.0,11.0,,0.0,,,0.0,,,,,40.0,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, clásica, con jugo de mora, Orangine","Carbonated drink, soda, clasic, with blackberry juice, Orangine",51.67,0.0,0.0,12.92,0.0,0.0,,,0.0,,,,,12.5,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, con frambuesa, Kión","Carbonated drink, soda, with raspberry, Kión",21.33,0.0,0.0,5.33,,0.0,,,0.0,,,,,43.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, con guaraná, Cult","Energy drink, with guaraná, Cult",48.0,0.0,0.0,12.0,,,,,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, con jengibre, Ginger Ale","Carbonated drink, soda, with ginger, Ginger Ale",1.67,0.0,0.0,0.42,0.0,0.0,,,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, de guaraná, baja en calorías, Antarctica","Carbonated drink, of guaraná, low calories, Antarctica",0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,5.71,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, de guaraná, con sabor a guaraná, Antarctica","Carbonated drink, of guaraná, with guraná flavor, Antarctica",41.14,0.0,0.0,10.29,0.0,0.0,,,0.0,,,,,5.71,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, de guayusa, frutos rojos, Misha","Carbonated drink, of guayusa, berries, Misha",18.33,0.0,0.0,4.58,0.0,0.0,,,0.0,,125.0,45.83,,18.75,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, de guayusa, sabor a limón, Misha","Carbonated drink, of guayusa, lemon flavor, Misha",18.33,0.0,0.0,4.58,0.0,0.0,,,0.0,,,,,18.75,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, libre de calorías, sin azúcar, Coca Cola Zero","Carbonated drink, soda, free calories, without sugar, Coca Cola Zero",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,12.5,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, limonada, Imperial","Carbonated water, lemonade flavor, Imperial",30.0,0.0,0.0,7.5,0.0,0.0,,,0.0,,,,,6.25,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, original, Fioravanti","Carbonated drink, soda, original, Fioravanti",20.0,0.0,0.0,5.0,,0.0,,,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
